source,target,probability_mean,symbolic_confidence,neurosymbolic_score,confidence_label,path_distance,key_relation,ontology_path,known_positive,explanation,explanation_blocks,probability_std,numeric_score_target,source_type,target_type,score_final,sym_base_score,path_length,sym_category,top5_influent_nodes,best_ontology_path
Overloading,Level_Up,0.842632173410993,0.7332163253695598,0.7715118721840615,Moderate,1,containsGameElement,Overloading --containsGameElement--> Level_Up,True,"The game element 'Level_Up' is recommended for the topic 'Overloading' (neuro-symbolic score: 0.772 — Moderate confidence, validated). The ontology directly validates this recommendation via a 'containsGameElement' relation (confidence: 0.73). Ontological path: [Overloading --containsGameElement--> Level_Up]. 'Level_Up' is an element related to 'Level Up'.","{""strength"": ""The game element 'Level_Up' is recommended for the topic 'Overloading' (neuro-symbolic score: 0.772 — Moderate confidence, validated)."", ""ontology"": ""The ontology directly validates this recommendation via a 'containsGameElement' relation (confidence: 0.73)."", ""path"": ""Ontological path: [Overloading --containsGameElement--> Level_Up]."", ""target"": ""'Level_Up' is an element related to 'Level Up'.""}",0.19737954118031867,1.0,GamifiedResource,Level,0.8741057387287945,1.0,1,direct,Overriding | Polymorphism | Overloaded_constructors,Overloading → Level_Up
Overriding,Level_Up,0.8391678871232555,0.7332831362570934,0.7703427990602502,Moderate,1,containsGameElement,Overriding --containsGameElement--> Level_Up,True,"The game element 'Level_Up' is recommended for the topic 'Overriding' (neuro-symbolic score: 0.770 — Moderate confidence, validated). The ontology directly validates this recommendation via a 'containsGameElement' relation (confidence: 0.73). Ontological path: [Overriding --containsGameElement--> Level_Up]. 'Level_Up' is an element related to 'Level Up'.","{""strength"": ""The game element 'Level_Up' is recommended for the topic 'Overriding' (neuro-symbolic score: 0.770 — Moderate confidence, validated)."", ""ontology"": ""The ontology directly validates this recommendation via a 'containsGameElement' relation (confidence: 0.73)."", ""path"": ""Ontological path: [Overriding --containsGameElement--> Level_Up]."", ""target"": ""'Level_Up' is an element related to 'Level Up'.""}",0.2012474402792047,1.0,GamifiedResource,Level,0.8713343096986044,1.0,1,direct,Overloading | Polymorphism | Overloaded_constructors,Overriding → Level_Up
Overloaded_constructors,Level_Up,0.8003732459879634,0.7438129766666716,0.7636090709291237,Moderate,1,containsGameElement,Overloaded_constructors --containsGameElement--> Level_Up,True,"The game element 'Level_Up' is recommended for the topic 'Overloaded_constructors' (neuro-symbolic score: 0.764 — Moderate confidence, validated). The ontology directly validates this recommendation via a 'containsGameElement' relation (confidence: 0.74). Ontological path: [Overloaded_constructors --containsGameElement--> Level_Up]. 'Level_Up' is an element related to 'Level Up'.","{""strength"": ""The game element 'Level_Up' is recommended for the topic 'Overloaded_constructors' (neuro-symbolic score: 0.764 — Moderate confidence, validated)."", ""ontology"": ""The ontology directly validates this recommendation via a 'containsGameElement' relation (confidence: 0.74)."", ""path"": ""Ontological path: [Overloaded_constructors --containsGameElement--> Level_Up]."", ""target"": ""'Level_Up' is an element related to 'Level Up'.""}",0.18085980123759063,1.0,GamifiedResource,Level,0.8402985967903709,1.0,1,direct,Polymorphism | Overloading | Overriding,Overloaded_constructors → Level_Up
Control_Statements,BLockGame,0.7756382061019794,0.7328767360442747,0.7478432505644714,Moderate,1,containsGameElement,Control_Statements --containsGameElement--> BLockGame,True,"The game element 'BLockGame' is recommended for the topic 'Control_Statements' (neuro-symbolic score: 0.748 — Moderate confidence, validated). The ontology directly validates this recommendation via a 'containsGameElement' relation (confidence: 0.73). Ontological path: [Control_Statements --containsGameElement--> BLockGame]. 'BLockGame' is an element related to 'BLockGame'.","{""strength"": ""The game element 'BLockGame' is recommended for the topic 'Control_Statements' (neuro-symbolic score: 0.748 — Moderate confidence, validated)."", ""ontology"": ""The ontology directly validates this recommendation via a 'containsGameElement' relation (confidence: 0.73)."", ""path"": ""Ontological path: [Control_Statements --containsGameElement--> BLockGame]."", ""target"": ""'BLockGame' is an element related to 'BLockGame'.""}",0.15359825280349895,0.12935257077791257,GamifiedResource,Badge,0.6463810790371661,1.0,1,direct,Task_about_Java_Basics | Loops | Stash,Control_Statements → BLockGame
Loops,BLockGame,0.7692814304562732,0.7329862135064303,0.7456895394388754,Moderate,1,containsGameElement,Loops --containsGameElement--> BLockGame,True,"The game element 'BLockGame' is recommended for the topic 'Loops' (neuro-symbolic score: 0.746 — Moderate confidence, validated). The ontology directly validates this recommendation via a 'containsGameElement' relation (confidence: 0.73). Ontological path: [Loops --containsGameElement--> BLockGame]. 'BLockGame' is an element related to 'BLockGame'.","{""strength"": ""The game element 'BLockGame' is recommended for the topic 'Loops' (neuro-symbolic score: 0.746 — Moderate confidence, validated)."", ""ontology"": ""The ontology directly validates this recommendation via a 'containsGameElement' relation (confidence: 0.73)."", ""path"": ""Ontological path: [Loops --containsGameElement--> BLockGame]."", ""target"": ""'BLockGame' is an element related to 'BLockGame'.""}",0.1489592680881475,0.12935257077791257,GamifiedResource,Badge,0.6412956585206011,1.0,1,direct,Control_Statements | Task_about_Java_Basics,Loops → BLockGame
gr,bonusPoints,0.7886429614519773,0.7018913020380473,0.7322543828329228,Moderate,1,containsGameElement,gr --containsGameElement--> bonusPoints,True,"The game element 'bonusPoints' is recommended for the topic 'gr' (neuro-symbolic score: 0.732 — Moderate confidence, validated). The ontology directly validates this recommendation via a 'containsGameElement' relation (confidence: 0.70). Ontological path: [gr --containsGameElement--> bonusPoints]. 'bonusPoints' is an element related to 'bonusPoints'.","{""strength"": ""The game element 'bonusPoints' is recommended for the topic 'gr' (neuro-symbolic score: 0.732 — Moderate confidence, validated)."", ""ontology"": ""The ontology directly validates this recommendation via a 'containsGameElement' relation (confidence: 0.70)."", ""path"": ""Ontological path: [gr --containsGameElement--> bonusPoints]."", ""target"": ""'bonusPoints' is an element related to 'bonusPoints'.""}",0.24996454450829758,0.0,GamifiedResource,BonusPoints,0.630914369161582,1.0,1,direct,,N/A
Variables,Tiny_stash,0.6575043308818451,0.7429806080163099,0.7130639110192473,Moderate,1,containsGameElement,Variables --containsGameElement--> Tiny_stash,True,"The game element 'Tiny_stash' is recommended for the topic 'Variables' (neuro-symbolic score: 0.713 — Moderate confidence, validated). The ontology directly validates this recommendation via a 'containsGameElement' relation (confidence: 0.74). Ontological path: [Variables --containsGameElement--> Tiny_stash]. 'Tiny_stash' is an element related to 'Tiny stash'.","{""strength"": ""The game element 'Tiny_stash' is recommended for the topic 'Variables' (neuro-symbolic score: 0.713 — Moderate confidence, validated)."", ""ontology"": ""The ontology directly validates this recommendation via a 'containsGameElement' relation (confidence: 0.74)."", ""path"": ""Ontological path: [Variables --containsGameElement--> Tiny_stash]."", ""target"": ""'Tiny_stash' is an element related to 'Tiny stash'.""}",0.16866522020618474,0.0415518252487452,GamifiedResource,Reward,0.5343138297552251,1.0,1,direct,Level_Up | 3.16.0 | Buil-in_Data_Types,Variables → Tiny_stash
Arithmetic_operations,Stash,0.5475335603764633,0.7482204033178614,0.677980008288372,Moderate,1,containsGameElement,Arithmetic_operations --containsGameElement--> Stash,True,"The game element 'Stash' is recommended for the topic 'Arithmetic_operations' (neuro-symbolic score: 0.678 — Moderate confidence, validated). The ontology directly validates this recommendation via a 'containsGameElement' relation (confidence: 0.75). Ontological path: [Arithmetic_operations --containsGameElement--> Stash]. 'Stash' is an element related to 'Stash'.","{""strength"": ""The game element 'Stash' is recommended for the topic 'Arithmetic_operations' (neuro-symbolic score: 0.678 — Moderate confidence, validated)."", ""ontology"": ""The ontology directly validates this recommendation via a 'containsGameElement' relation (confidence: 0.75)."", ""path"": ""Ontological path: [Arithmetic_operations --containsGameElement--> Stash]."", ""target"": ""'Stash' is an element related to 'Stash'.""}",0.26588291890376153,0.9172442572270822,Resource,Reward,0.6214756997465871,1.0,1,direct,Task_about_Java_Basics | RFK_L1_R6,Arithmetic_operations → Stash
LevelGE,Level_Up,0.45716711318099146,0.7598795351284644,0.6539301874468488,Moderate,1,has_reference(rev),LevelGE --has_reference(rev)--> Level_Up,False,"The game element 'Level_Up' is recommended for the topic 'LevelGE' (neuro-symbolic score: 0.654 — Moderate confidence, novel). The ontology directly validates this recommendation via a 'has_reference(rev)' relation (confidence: 0.76). Ontological path: [LevelGE --has_reference(rev)--> Level_Up]. 'Level_Up' is an element related to 'Level Up'.","{""strength"": ""The game element 'Level_Up' is recommended for the topic 'LevelGE' (neuro-symbolic score: 0.654 — Moderate confidence, novel)."", ""ontology"": ""The ontology directly validates this recommendation via a 'has_reference(rev)' relation (confidence: 0.76)."", ""path"": ""Ontological path: [LevelGE --has_reference(rev)--> Level_Up]."", ""target"": ""'Level_Up' is an element related to 'Level Up'.""}",0.0988143058214656,1.0,ReferenceKey,Level,0.5657336905447932,1.0,1,direct,OOPCourseCommunity | DataTypes | ReferenceKey1 | Buil-in_Data_Types | IK_GE_LevelUp,LevelGE → Level_Up
demo_GR1,Level_Up,0.5632934674802168,0.7018913020380473,0.6533820599428066,Moderate,1,containsGameElement,demo_GR1 --containsGameElement--> Level_Up,True,"The game element 'Level_Up' is recommended for the topic 'demo_GR1' (neuro-symbolic score: 0.653 — Moderate confidence, validated). The ontology directly validates this recommendation via a 'containsGameElement' relation (confidence: 0.70). Ontological path: [demo_GR1 --containsGameElement--> Level_Up]. 'Level_Up' is an element related to 'Level Up'.","{""strength"": ""The game element 'Level_Up' is recommended for the topic 'demo_GR1' (neuro-symbolic score: 0.653 — Moderate confidence, validated)."", ""ontology"": ""The ontology directly validates this recommendation via a 'containsGameElement' relation (confidence: 0.70)."", ""path"": ""Ontological path: [demo_GR1 --containsGameElement--> Level_Up]."", ""target"": ""'Level_Up' is an element related to 'Level Up'.""}",0.20414194021132193,1.0,GamifiedResource,Level,0.6506347739841735,1.0,1,direct,,demo_GR1 → Level_Up
demo_GR2,Availability_Block_Game_by_level,0.5114994413603102,0.7018913020380473,0.6352541508008394,Moderate,1,containsGameElement,demo_GR2 --containsGameElement--> Availability_Block_Game_by_level,True,"The game element 'Availability_Block_Game_by_level' is recommended for the topic 'demo_GR2' (neuro-symbolic score: 0.635 — Moderate confidence, validated). The ontology directly validates this recommendation via a 'containsGameElement' relation (confidence: 0.70). Ontological path: [demo_GR2 --containsGameElement--> Availability_Block_Game_by_level]. 'Availability_Block_Game_by_level' is an element related to 'Availability Block Game by level'.","{""strength"": ""The game element 'Availability_Block_Game_by_level' is recommended for the topic 'demo_GR2' (neuro-symbolic score: 0.635 — Moderate confidence, validated)."", ""ontology"": ""The ontology directly validates this recommendation via a 'containsGameElement' relation (confidence: 0.70)."", ""path"": ""Ontological path: [demo_GR2 --containsGameElement--> Availability_Block_Game_by_level]."", ""target"": ""'Availability_Block_Game_by_level' is an element related to 'Availability Block Game by level'.""}",0.27539710932690903,0.0,GamifiedResource,Level,0.4091995530882482,1.0,1,direct,,demo_GR2 → Availability_Block_Game_by_level
Single_level_inheritance,Level_Up,0.8885032425638888,0.41358786625002186,0.5798082479598752,Moderate,2,hasPreResource(rev),Single_level_inheritance --hasPreResource(rev)--> Multi-level_inheritance --containsGameElement--> Level_Up,False,"The game element 'Level_Up' is recommended for the topic 'Single_level_inheritance' (neuro-symbolic score: 0.580 — Moderate confidence, novel). The ontology moderately supports this recommendation through 1 intermediate concept(s) (confidence: 0.41, path length: 2). Ontological path: [Single_level_inheritance --hasPreResource(rev)--> Multi-level_inheritance --containsGameElement--> Level_Up]. 'Level_Up' is an element related to 'Level Up'.","{""strength"": ""The game element 'Level_Up' is recommended for the topic 'Single_level_inheritance' (neuro-symbolic score: 0.580 — Moderate confidence, novel)."", ""ontology"": ""The ontology moderately supports this recommendation through 1 intermediate concept(s) (confidence: 0.41, path length: 2)."", ""path"": ""Ontological path: [Single_level_inheritance --hasPreResource(rev)--> Multi-level_inheritance --containsGameElement--> Level_Up]."", ""target"": ""'Level_Up' is an element related to 'Level Up'.""}",0.20204771053883108,1.0,GamifiedResource,Level,0.9108025940511111,0.5,2,indirect,Multi-level_inheritance | Inheritance | Extend_Keyword,Single_level_inheritance → Multi-level_inheritance → Level_Up
Super_Keyword,Level_Up,0.8801005825231737,0.4137652005627252,0.5769825842488822,Moderate,2,hasPreResource,Super_Keyword --hasPreResource--> Multi-level_inheritance --containsGameElement--> Level_Up,False,"The game element 'Level_Up' is recommended for the topic 'Super_Keyword' (neuro-symbolic score: 0.577 — Moderate confidence, novel). The ontology moderately supports this recommendation through 1 intermediate concept(s) (confidence: 0.41, path length: 2). Ontological path: [Super_Keyword --hasPreResource--> Multi-level_inheritance --containsGameElement--> Level_Up]. 'Level_Up' is an element related to 'Level Up'.","{""strength"": ""The game element 'Level_Up' is recommended for the topic 'Super_Keyword' (neuro-symbolic score: 0.577 — Moderate confidence, novel)."", ""ontology"": ""The ontology moderately supports this recommendation through 1 intermediate concept(s) (confidence: 0.41, path length: 2)."", ""path"": ""Ontological path: [Super_Keyword --hasPreResource--> Multi-level_inheritance --containsGameElement--> Level_Up]."", ""target"": ""'Level_Up' is an element related to 'Level Up'.""}",0.19823079503638433,1.0,GamifiedResource,Level,0.9040804660185391,0.5,2,indirect,Multi-level_inheritance | Inheritance | Inheritance_vs_Composition,Super_Keyword → Multi-level_inheritance → Level_Up
Loops,Level_Up,0.88431761962234,0.4031977054846349,0.5715896754328317,Moderate,2,hasPreResource(rev),Loops --hasPreResource(rev)--> Task_about_Java_Basics --containsGameElement--> Level_Up,False,"The game element 'Level_Up' is recommended for the topic 'Loops' (neuro-symbolic score: 0.572 — Moderate confidence, novel). The ontology moderately supports this recommendation through 1 intermediate concept(s) (confidence: 0.40, path length: 2). Ontological path: [Loops --hasPreResource(rev)--> Task_about_Java_Basics --containsGameElement--> Level_Up]. 'Level_Up' is an element related to 'Level Up'.","{""strength"": ""The game element 'Level_Up' is recommended for the topic 'Loops' (neuro-symbolic score: 0.572 — Moderate confidence, novel)."", ""ontology"": ""The ontology moderately supports this recommendation through 1 intermediate concept(s) (confidence: 0.40, path length: 2)."", ""path"": ""Ontological path: [Loops --hasPreResource(rev)--> Task_about_Java_Basics --containsGameElement--> Level_Up]."", ""target"": ""'Level_Up' is an element related to 'Level Up'.""}",0.19986752090949272,1.0,GamifiedResource,Level,0.907454095697872,0.5,2,indirect,Task_about_Java_Basics | Java_Basics | BLockGame,Loops → Task_about_Java_Basics → Level_Up
Strings,Level_Up,0.8870979303123487,0.3905504872799276,0.564342092341275,Weak,2,hasPreResource,Strings --hasPreResource--> Variables --containsGameElement--> Level_Up,False,"The game element 'Level_Up' is recommended for the topic 'Strings' (neuro-symbolic score: 0.564 — Moderate confidence, novel). The ontology weakly supports this recommendation through 1 intermediate concept(s) (confidence: 0.39, path length: 2). Ontological path: [Strings --hasPreResource--> Variables --containsGameElement--> Level_Up]. 'Level_Up' is an element related to 'Level Up'.","{""strength"": ""The game element 'Level_Up' is recommended for the topic 'Strings' (neuro-symbolic score: 0.564 — Moderate confidence, novel)."", ""ontology"": ""The ontology weakly supports this recommendation through 1 intermediate concept(s) (confidence: 0.39, path length: 2)."", ""path"": ""Ontological path: [Strings --hasPreResource--> Variables --containsGameElement--> Level_Up]."", ""target"": ""'Level_Up' is an element related to 'Level Up'.""}",0.20127957421261064,1.0,GamifiedResource,Level,0.909678344249879,0.5,2,indirect,Task_about_Java_Basics | Variables | Java_Basics | Stash,Strings → Variables → Level_Up
3.16.0,Level_Up,0.22709544317183822,0.7430540869180592,0.5624685616068819,Moderate,1,has_latestVersion(rev),3.16.0 --has_latestVersion(rev)--> Level_Up,False,"The game element 'Level_Up' is recommended for the topic '3.16.0' (neuro-symbolic score: 0.562 — Moderate confidence, novel). The ontology directly validates this recommendation via a 'has_latestVersion(rev)' relation (confidence: 0.74). Ontological path: [3.16.0 --has_latestVersion(rev)--> Level_Up]. 'Level_Up' is an element related to 'Level Up'.","{""strength"": ""The game element 'Level_Up' is recommended for the topic '3.16.0' (neuro-symbolic score: 0.562 — Moderate confidence, novel)."", ""ontology"": ""The ontology directly validates this recommendation via a 'has_latestVersion(rev)' relation (confidence: 0.74)."", ""path"": ""Ontological path: [3.16.0 --has_latestVersion(rev)--> Level_Up]."", ""target"": ""'Level_Up' is an element related to 'Level Up'.""}",0.19522106146575813,1.0,unknown,Level,0.3816763545374706,1.0,1,direct,Tiny_stash | Variables | Buil-in_Data_Types,3.16.0 → Level_Up
Inheritance,Level_Up,0.844835512383618,0.40358013571171086,0.5580195175468783,Moderate,2,contains,Inheritance --contains--> Multi-level_inheritance --containsGameElement--> Level_Up,False,"The game element 'Level_Up' is recommended for the topic 'Inheritance' (neuro-symbolic score: 0.558 — Moderate confidence, novel). The ontology moderately supports this recommendation through 1 intermediate concept(s) (confidence: 0.40, path length: 2). Ontological path: [Inheritance --contains--> Multi-level_inheritance --containsGameElement--> Level_Up]. 'Level_Up' is an element related to 'Level Up'.","{""strength"": ""The game element 'Level_Up' is recommended for the topic 'Inheritance' (neuro-symbolic score: 0.558 — Moderate confidence, novel)."", ""ontology"": ""The ontology moderately supports this recommendation through 1 intermediate concept(s) (confidence: 0.40, path length: 2)."", ""path"": ""Ontological path: [Inheritance --contains--> Multi-level_inheritance --containsGameElement--> Level_Up]."", ""target"": ""'Level_Up' is an element related to 'Level Up'.""}",0.21572275242745007,1.0,Lesson,Level,0.8758684099068945,0.5,2,indirect,Multi-level_inheritance | Super_Keyword | Single_level_inheritance,Inheritance → Multi-level_inheritance → Level_Up
